source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_61,biographies,7,1,short_0_100,True,model.layers.20,1107,1.5501013698313444,-13.249320030212402,0.5345339989676049,0.24540755800708958,-2.4206185338560275,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_62,biographies,7,5,short_0_100,True,model.layers.20,1107,0.7276102532832263,-16.057155522433195,0.5332725493575574,0.06311975639354296,-2.158291446659201,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_63,biographies,7,5,short_0_100,True,model.layers.20,1107,0.7104781051172588,-16.571983857588336,0.28322820601800724,0.21300303001612828,-2.2169592835312426,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_64,biographies,9,3,short_0_100,True,model.layers.20,1107,1.2369803001411426,-13.065105438232422,0.26007261706253193,0.32864962364986905,-2.24324024063441,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_65,biographies,7,31,short_0_100,True,model.layers.20,1107,0.6929240714786618,-18.542869195342064,0.45771933953571853,0.08105758264694565,-2.135903882801659,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_66,biographies,8,11,short_0_100,True,model.layers.20,1107,1.5649226339752187,-14.290964253743489,0.5857057556434494,0.12567958532883153,-2.2199365354067035,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_67,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6188726693025823,-13.22043514251709,0.4121212086969792,0.0887116540888616,-1.9751392662486904,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_68,biographies,7,1,short_0_100,True,model.layers.20,1107,1.633812378756827,-13.321312427520752,0.5307333400506365,0.13119733224210833,-2.305579585733547,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_69,biographies,7,1,short_0_100,True,model.layers.20,1107,1.671846223351571,-13.35934591293335,0.6474914446032224,0.09068420334538993,-2.1227203346086903,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_70,biographies,7,33,short_0_100,True,model.layers.20,1107,0.8763145439584273,-16.885347679257393,0.5712407144508669,0.07151609233171133,-2.078391488190446,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_71,biographies,7,5,short_0_100,True,model.layers.20,1107,1.278204412115304,-14.275972230093819,0.4399836080191918,0.09575207281469736,-2.0145167560706456,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_72,biographies,9,5,short_0_100,True,model.layers.20,1107,1.1681227664756095,-14.7023024559021,0.35097740523150367,0.16714342843779562,-2.172899723804875,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_73,biographies,7,1,short_0_100,True,model.layers.20,1107,1.743943183561721,-13.318161487579346,0.5086139045684736,0.09015803761418996,-2.0326483280643726,,,,
